23.1.2006	B-Date
gefa	O
frásögninni	O
dýpt	O
.	O

Þeir	O
sem	O
sáu	O
Amelie	B-Miscellaneous
á	O
sínum	O
tíma	O
muna	O
það	O
ef	O
til	O
vill	O
.	O

Í	O
langri	O
trúlofun	O
notar	O
hann	O
gráan	O
og	O
grágrænan	O
til	O
að	O
undirstrika	O
skelfingu	O
vígvallarins	O
og	O
hlýjan	O
gulan	O
og	O
sepiu-brúnan	O
til	O
að	O
gefa	O
ástarsögunni	O
mýkt	O
.	O

Ef	O
vel	O
er	O
að	O
gáð	O
notar	O
hann	O
líka	O
rauða	O
litinn	O
sem	O
tákn	O
um	O
líf	O
á	O
nokkrum	O
stöðum	O
.	O

En	O
frá	O
Langri	O
trúlofun	O
yfir	O
í	O
stórhátíð	O
þar	O
sem	O
guli	O
liturinn	O
er	O
ríkjandi	O
.	O

Ég	O
er	O
viss	O
um	O
að	O
guli	O
liturinn	O
minnir	O
marga	O
á	O
páskahátíðina	O
.	O

Með	O
páskaliljum	O
og	O
páskaungum	O
.	O

Til	O
er	O
helgisögn	O
sem	O
segir	O
að	O
eitt	O
sinn	O
hafi	O
páskaliljurnar	O
verið	O
hvítar	O
.	O

En	O
þegar	O
sól	O
reis	O
á	O
páskamorgni	O
og	O
Jesús	B-Person
var	O
ekki	O
í	O
gröfinni	O
,	O
þar	O
sem	O
hann	O
var	O
upprisinn	O
frá	O
dauðum	O
,	O
þá	O
var	O
birta	O
sólarinnar	O
svo	O
gullin	O
af	O
fögnuði	O
að	O
páskaliljurnar	O
urðu	O
gular	O
.	O

Næst	O
skulum	O
við	O
hlusta	O
á	O
titillag	O
kvikmyndarinnar	O
Easter	B-Miscellaneous
Parade	I-Miscellaneous
frá	O
árinu	O
1948	B-Date
með	O
Judy	B-Person
Garland	I-Person
og	O
Fred	B-Person
Astaire	I-Person
í	O
aðalhlutverki	O
.	O

Easter	B-Miscellaneous
Parade	I-Miscellaneous
fjallar	O
um	O
dansparið	O
Don	B-Person
og	O
Hannah	B-Person
,	O
söguþráðurinn	O
kemur	O
sennilega	O
fáum	O
á	O
óvart	O
með	O
þessum	O
aðalleikurum	O
.	O

Nadine	B-Person
,	O
dansfélagi	O
Dons	B-Person
slítur	O
samstarfinu	O
við	O
hann	O
og	O
þá	O
fær	O
Don	B-Person
til	O
liðs	O
við	O
sig	O
unga	O
og	O
óreynda	O
stúlku	O
,	O
Hönnu	B-Person
,	O
og	O
þau	O
slá	O
í	O
gegn	O
.	O

Reyndar	O
átti	O
Gene	B-Person
Kelly	I-Person
að	O
dansa	O
á	O
móti	O
Judy	B-Person
Garland	I-Person
í	O
þessari	O
mynd	O
en	O
öklabraut	O
sig	O
.	O

Kelly	B-Person
stakk	O
upp	O
á	O
að	O
Fred	B-Person
Astaire	I-Person
kæmi	O
í	O
hans	O
stað	O
en	O
ekki	O
þótti	O
líklegt	O
að	O
hann	O
fengist	O
til	O
þess	O
,	O
þar	O
sem	O
hann	O
hafði	O
tilkynnt	O
nokkru	O
áður	O
að	O
hann	O
væri	O
hættur	O
í	O
þessum	O
bransa	O
.	O

Astaire	B-Person
ákvað	O
þó	O
að	O
slá	O
til	O
og	O
í	O
framhaldi	O
af	O
því	O
hélt	O
hann	O
áfram	O
að	O
dansa	O
í	O
myndum	O
í	O
áratug	O
.	O

Páskarnir	O
minna	O
á	O
vorið	O
og	O
gróðurinn	O
og	O
á	O
eftir	O
vori	O
kemur	O
sumar	O
.	O

Næst	O
hlustum	O
við	O
á	O
lag	O
úr	O
annarri	O
mynd	O
með	O
Garland	B-Person
í	O
aðalhlutverki	O
.	O

Sú	O
mynd	O
heitir	O
The	B-Miscellaneous
Harvey	I-Miscellaneous
Girls	I-Miscellaneous
og	O
var	O
gerð	O
tveimur	O
árum	O
fyrr	O
,	O
1946	B-Date
.	O

Mótsöngvari	O
hennar	O
þar	O
er	O
Kenny	B-Person
Baker	I-Person
.	O

Harvey	B-Miscellaneous
Girls	I-Miscellaneous
segir	O
frá	O
stúlkunni	O
Susan	B-Person
sem	O
gengur	O
til	O
liðs	O
við	O
hóp	O
kvenna	O
sem	O
er	O
að	O
opna	O
veitingahús	O
fyrir	O
þá	O
sem	O
ferðuðust	O
með	O
járnbrautunum	O
.	O

Hún	O
fellur	O
síðar	O
fyrir	O
manninum	O
sem	O
á	O
krána	O
á	O
móti	O
,	O
en	O
hann	O
á	O
þegar	O
kærustuna	O
Em	B-Person
,	O
sem	O
þykir	O
frekar	O
gróf	O
og	O
ruddaleg	O
.	O

Hún	O
er	O
leikin	O
af	O
Angelu	B-Person
Landsbury	I-Person
kornungri	O
,	O
en	O
hlustendur	O
kannast	O
frekar	O
við	O
hana	O
sem	O
kvenspæjara	O
á	O
efri	O
árum	O
í	O
Murder	B-Miscellaneous
She	I-Miscellaneous
Wrote	I-Miscellaneous
,	O
eða	O
Morðsögu	B-Miscellaneous
.	O

Sagan	O
segir	O
að	O
Landsbury	B-Person
hafi	O
orðið	O
fyrir	O
aðkasti	O
eftir	O
að	O
fólk	O
sá	O
myndina	O
,	O
þar	O
sem	O
hún	O
hafi	O
verið	O
vond	O
við	O
Judy	B-Person
Garland	I-Person
þar	O
og	O
Garland	B-Person
var	O
elskuð	O
og	O
dáð	O
af	O
áhorfendum	O
.	O

En	O
hinn	O
rauðguli	O
litur	O
sólsetursins	O
er	O
einn	O
fallegasti	O
tónninn	O
í	O
gula	O
litaskalanum	O
.	O

Ekki	O
síst	O
þegar	O
myndir	O
eru	O
í	O
Technicolor	B-Miscellaneous
eins	O
og	O
þessi	O
.	O

Hér	O
kemur	O
lagið	O
In	B-Miscellaneous
The	I-Miscellaneous
Valley	I-Miscellaneous
Where	I-Miscellaneous
The	I-Miscellaneous
Evening	I-Miscellaneous
Sun	I-Miscellaneous
Goes	I-Miscellaneous
Down	I-Miscellaneous
.	O

Þetta	O
voru	O
Judy	B-Person
Garland	I-Person
og	O
Kenny	B-Person
Baker	I-Person
.	O

Og	O
áfram	O
með	O
sumarið	O
,	O
gullið	O
og	O
fallegt	O
.	O

Árið	O
2001	B-Date
var	O
frumsýnd	O
kvikmyndin	O
Monsoon	B-Miscellaneous
brúðkaup	I-Miscellaneous
eftir	O
Mira	B-Person
Nair	I-Person
.	O

Handritið	O
skrifaði	O
önnur	O
ung	O
kona	O
,	O
Sabrina	B-Person
Dhawan	I-Person
og	O
báðar	O
eru	O
þær	O
af	O
Punjab	B-Location
fjölskyldum	O
,	O
fæddar	O
og	O
uppaldar	O
í	O
Nýju	B-Location
Delhi	I-Location
.	O

Myndin	O
einkennist	O
af	O
fögrum	O
litum	O
og	O
tónlist	O
og	O
er	O
veisla	O
bæði	O
fyrir	O
augu	O
og	O
eyru	O
.	O

Monsoon	B-Miscellaneous
brúðkaupið	I-Miscellaneous
er	O
ekki	O
eiginleg	O
Bollywood	B-Location
kvikmynd	O
þó	O
söngur	O
,	O
dans	O
og	O
litagleði	O
minni	O
á	O
þessar	O
sérstöku	O
Indversku	O
kvikmyndir	O
sem	O
nefndar	O
hafa	O
verið	O
því	O
nafni	O
.	O

Í	O
Bollywood	B-Location
myndum	O
er	O
hljóðrásin	O
yfirleitt	O
ný	O
,	O
spiluð	O
inn	O
sérstaklega	O
fyrir	O
myndina	O
og	O
leikin	O
í	O
bakgrunni	O
.	O

Í	O
Monsoon	B-Miscellaneous
brúðkaupinu	I-Miscellaneous
ákvað	O
Mira	B-Person
Nair	I-Person
hins	O
vegar	O
að	O
taka	O
ýmiskonar	O
tónlist	O
frá	O
Indlandi	B-Location
,	O
klassísk	O
lög	O
,	O
gömul	O
rómantísk	O
ástarlög	O
og	O
lög	O
sem	O
alltaf	O
eru	O
sungin	O
við	O
brúðkaup	O
og	O
fá	O
svo	O
Mychael	B-Person
Danna	I-Person
til	O
að	O
semja	O
hljóðrás	O
sem	O
brú	O
á	O
milli	O
.	O

Fjöldi	O
þekktra	O
indverskra	O
tónlistarmanna	O
kom	O
að	O
flutningnum	O
,	O
meðal	O
annars	O
Punjab	B-Location
söngvarinn	O
Sukhwinder	B-Person
Singh	I-Person
sem	O
samdi	O
og	O
flutti	O
þemalag	O
myndarinnar	O
sem	O
við	O
heyrum	O
hér	O
á	O
eftir	O
,	O
en	O
það	O
heitir	O
Í	B-Miscellaneous
dag	I-Miscellaneous
þráir	I-Miscellaneous
hjarta	I-Miscellaneous
mitt	I-Miscellaneous
.	O

Í	O
Monsoon	B-Miscellaneous
brúðkaupinu	I-Miscellaneous
mætast	O
gamli	O
og	O
nýji	O
tíminn	O
.	O

Gamlar	O
hefðir	O
þar	O
sem	O
foreldrar	O
velja	O
maka	O
handa	O
dóttur	O
sinni	O
og	O
nýja	O
Indland	B-Location
,	O
þar	O
sem	O
dæturnar	O
eru	O
vel	O
menntaðar	O
og	O
vilja	O
jafnvel	O
fara	O
erlendis	O
til	O
framhaldsnáms	O
og	O
ráða	O
sér	O
sjálfar	O
.	O

Í	O
myndinni	O
er	O
sagt	O
frá	O
fjölskyldu	O
Aditi	B-Person
sem	O
er	O
að	O
undirbúa	O
brúðkaup	O
hennar	O
.	O

Alls	O
konar	O
leyndarmál	O
koma	O
fram	O
í	O
dagsljósið	O
og	O
ennfremur	O
er	O
sæt	O
hliðarsaga	O
,	O
saga	O
brúðkaupsskipuleggjandans	O
Dubey	B-Person
sem	O
dreymir	O
um	O
að	O
festa	O
ráð	O
sitt	O
.	O

Hann	O
verður	O
ástfanginn	O
af	O
þjónustustúlku	O
á	O
heimilinu	O
og	O
þó	O
fá	O
orð	O
fari	O
þar	O
á	O
milli	O
skynjar	O
maður	O
heitar	O
tilfinningar	O
.	O

Morgunfrúr	O
eða	O
gullfíflar	O
eru	O
áberandi	O
í	O
myndinni	O
,	O
þessi	O
appelsínugulu	O
blóm	O
eru	O
notuð	O
til	O
að	O
skreyta	O
allt	O
og	O
svo	O
handfjatlar	O
og	O
borðar	O
Dubey	B-Person
blómin	O
í	O
sífellu	O
.	O

Morgunfrúr	O
eru	O
brúðkaupsblóm	O
Indverja	B-Miscellaneous
og	O
þetta	O
athæfi	O
Dubey	B-Person
að	O
tyggja	O
Morgunfrúr	O
daginn	O
út	O
og	O
inn	O
táknar	O
þrá	O
hans	O
til	O
að	O
festa	O
ráð	O
sitt	O
.	O

Litur	O
Morgunfrúnna	O
,	O
appelsínugulur	O
er	O
ríkjandi	O
í	O
myndinni	O
bæði	O
í	O
sviðsmynd	O
og	O
búningum	O
.	O

Með	O
honum	O
eru	O
notaðir	O
gylltir	O
rauðir	O
og	O
gulir	O
litir	O
.	O

Við	O
skulum	O
að	O
lokum	O
hlusta	O
á	O
brúðkaupslagið	O
sem	O
var	O
sérsamið	O
fyrir	O
myndina	O
,	O
Sukhwinder	B-Person
Singh	I-Person
flytur	O
eigið	O
lag	O
,	O
Í	B-Miscellaneous
dag	I-Miscellaneous
þráir	I-Miscellaneous
hjarta	I-Miscellaneous
mitt	I-Miscellaneous
.	O

Verið	O
þið	O
sæl	O
.	O

Ásta	B-Person
Svavarsdóttir	I-Person

Íslenskt	B-Miscellaneous
mál	I-Miscellaneous
30.	B-Date
mars	I-Date
2002	I-Date

Góðir	O
hlustendur	O
.	O

Eins	O
og	O
fyrri	O
daginn	O
er	O
tíminn	O
ótrúlega	O
fljótur	O
að	O
líða	O
og	O
þetta	O
verður	O
að	O
líkindum	O
síðasti	O
þátturinn	O
minn	O
í	O
þessari	O
lotu	O
.	O

Mér	O
hefur	O
orðið	O
skrafdrjúgt	O
um	O
orðafar	O
í	O
spilamáli	O
í	O
vetur	O
og	O
hafa	O
margir	O
hlustendur	O
lagt	O
þar	O
orð	O
í	O
belg	O
enda	O
er	O
þetta	O
svið	O
sem	O
flestir	O
hafa	O
einhverja	O
reynslu	O
af	O
.	O

Í	O
síðasta	O
þætti	O
varpaði	O
ég	O
fram	O
ýmsum	O
spilaorðum	O
sem	O
borið	O
hafði	O
á	O
góma	O
í	O
bréfum	O
og	O
símtölum	O
við	O
heimildamenn	O
undangengna	O
mánuði	O
.	O

Ég	O
bjóst	O
reyndar	O
við	O
að	O
flest	O
þessara	O
orða	O
væru	O
vel	O
þekkt	O
enda	O
kom	O
það	O
á	O
daginn	O
og	O
ætla	O
ég	O
ekki	O
að	O
tíunda	O
hér	O
það	O
sem	O
fram	O
hefur	O
komið	O
um	O
einstök	O
orð	O
.	O

Mörg	O
spilaorð	O
eru	O
gömul	O
tökuorð	O
,	O
fyrst	O
og	O
fremst	O
komin	O
til	O
okkar	O
úr	O
dönsku	O
þótt	O
þau	O
eigi	O
sér	O
iðulega	O
uppruna	O
í	O
öðrum	O
málum	O
.	O

Hafa	O
þau	O
trúlega	O
borist	O
hingað	O
með	O
spilum	O
sem	O
Íslendingar	B-Miscellaneous
lærðu	O
í	O
Danmörku	B-Location
eða	O
af	O
Dönum	B-Miscellaneous
hér	O
á	O
landi	O
og	O
sum	O
jafnvel	O
af	O
dönskum	O
bókum	O
.	O

Svo	O
virðist	O
sem	O
þessi	O
tökuorð	O
séu	O
mörg	O
hver	O
algengustu	O
og	O
útbreiddustu	O
orðin	O
í	O
spilamálinu	O
,	O
þau	O
eru	O
notuð	O
af	O
þeim	O
sem	O
fyrst	O
og	O
fremst	O
spila	O
sér	O
til	O
gamans	O
við	O
fjölskyldu	O
og	O
vini	O
,	O
spil	O
eins	O
og	O
vist	O
,	O
marías	O
,	O
manna	O
,	O
kanöstu	O
og	O
önnur	O
vinsæl	O
alþýðuspil	O
.	O

En	O
það	O
kom	O
líka	O
fram	O
hjá	O
heimildarmönnum	O
að	O
við	O
hlið	O
tökuorðanna	O
eru	O
notuð	O
ýmis	O
nýyrði	O
af	O
íslenskum	O
stofni	O
.	O

Í	O
stað	O
þess	O
að	O
segja	O
að	O
spil	O
sé	O
blankt	O
er	O
þá	O
talað	O
um	O
að	O
eiga	O
einspil	O
eða	O
stakt	O
spil	O
,	O
í	O
staðinn	O
fyrir	O
að	O
segjast	O
vera	O
ren	O
eða	O
renus	O
í	O
tiltekinni	O
sort	O
er	O
sagt	O
að	O
maður	O
sé	O
með	O
eða	O
eigi	O
eyðu	O
í	O
þeim	O
lit	O
og	O
í	O
stað	O
þess	O
að	O
bekenna	O
er	O
talað	O
um	O
að	O
fylgja	O
lit	O
.	O

Þeir	O
sem	O
nefndu	O
þessi	O
nýyrði	O
tengdu	O
þau	O
yfirleitt	O
við	O
bridds	O
og	O
það	O
þarf	O
ekki	O
að	O
koma	O
á	O
óvart	O
að	O
þau	O
verði	O
til	O
í	O
því	O
samhengi	O
því	O
bridds	O
er	O
keppnisíþrótt	O
og	O
um	O
leið	O
það	O
spil	O
sem	O
helst	O
er	O
rætt	O
og	O
ritað	O
um	O
opinberlega	O
.	O

Og	O
eins	O
og	O
við	O
vitum	O
kinokar	O
fólk	O
sér	O
gjarnan	O
við	O
að	O
nota	O
tökuorð	O
í	O
rituðu	O
máli	O
,	O
a.m.k.	O
orð	O
sem	O
ekki	O
falla	O
þeim	O
mun	O
betur	O
að	O
íslensku	O
,	O
þótt	O
orðin	O
séu	O
algeng	O
í	O
mæltu	O
máli	O
.	O

Í	O
síðasta	O
þætti	O
spurði	O
ég	O
sérstaklega	O
um	O
sögnina	O
að	O
bringla	O
eða	O
brengla	O
um	O
að	O
stokka	O
spil	O
.	O

Ýmsir	O
hlustendur	O
könnuðust	O
við	O
hana	O
,	O
einkum	O
fólk	O
af	O
norðan-	O
og	O
austanverðu	O
landinu	O
,	O
en	O
sumir	O
heimildarmanna	O
voru	O
ekki	O
á	O
því	O
að	O
hún	O
merkti	O
alveg	O
það	O
sama	O
og	O
sögnin	O
að	O
stokka	O
.	O

Öllu	O
heldur	O
væri	O
hún	O
notuð	O
um	O
það	O
að	O
rugla	O
spilunum	O
,	O
annaðhvort	O
í	O
borði	O
,	O
eins	O
og	O
t.d.	O
í	O
veiðimann	O
,	O
eða	O
á	O
hendi	O
,	O
eins	O
og	O
þegar	O
verið	O
er	O
að	O
spila	O
svartapétur	O
eða	O
önnur	O
spil	O
þar	O
sem	O
dregið	O
er	O
af	O
hendi	O
mótspilara	O
.	O

Áður	O
en	O
ég	O
segi	O
skilið	O
við	O
spilin	O
langar	O
mig	O
að	O
spyrjast	O
fyrir	O
um	O
orðasamband	O
sem	O
mér	O
var	O
nýlega	O
sagt	O
frá	O
og	O
á	O
uppruna	O
sinn	O
í	O
spilamáli	O
.	O

Talað	O
er	O
um	O
að	O
sjá	O
eða	O
að	O
skoða	O
hvernig	O
lessið	O
stendur	O
í	O
merkingunni	O
'	O
að	O
athuga	O
hvernig	O
málin	O
standa	O
,	O
að	O
sjá	O
hvernig	O
gengur	O
'	O
;	O
þannig	O
er	O
t.d.	O
spurt	O
«	O
Hvernig	O
stendur	O
lessið	O
?	O
»	O
ef	O
verið	O
er	O
forvitnast	O
um	O
eitthvert	O
verk	O
eða	O
mál	O
sem	O
unnið	O
er	O
að	O
.	O

Í	O
talmálssafni	O
Orðabókarinnar	B-Miscellaneous
eru	O
tvö	O
dæmi	O
um	O
þetta	O
samband	O
og	O
einnig	O
er	O
um	O
það	O
fjallað	O
í	O
Íslenskri	B-Miscellaneous
orðsifjabók	I-Miscellaneous
Ásgeirs	B-Person
Blöndals	I-Person
Magnússonar	I-Person
en	O
fróðlegt	O
væri	O
að	O
frétta	O
hversu	O
útbreitt	O
það	O
er	O
.	O

Orðið	O
less	O
táknar	O
vinning	O
í	O
spilinu	O
pikket	O
og	O
er	O
það	O
ættað	O
úr	O
dönsku	O
.	O

Þessu	O
spili	O
er	O
lýst	O
í	O
Spilabók	B-Miscellaneous
AB	I-Miscellaneous
eftir	O
Þórarin	B-Person
Guðmundsson	I-Person
en	O
orðið	O
less	O
kemur	O
þar	O
ekki	O
fyrir	O
.	O

Nokkrir	O
heimildarmenn	O
hafa	O
nefnt	O
þetta	O
spil	O
í	O
mín	O
eyru	O
og	O
ýmist	O
kallað	O
það	O
pikkét	O
eða	O
pikkí	O
en	O
í	O
bók	O
Þórarins	B-Person
er	O
það	O
nefnt	O
píket	O
og	O
ritháttur	O
í	O
öðrum	O
heimildum	O
getur	O
bent	O
til	O
framburðarmyndarinnar	O
pikket	O
.	O

Þetta	O
er	O
gamalt	O
spil	O
og	O
mun	O
vera	O
upprunnið	O
í	O
Frakklandi	B-Location
og	O
líklega	O
stendur	O
sú	O
mynd	O
sem	O
Þórarinn	B-Person
hefur	O
næst	O
upprunalegu	O
frönsku	O
myndinni	O
.	O

Væri	O
forvitnilegt	O
að	O
fá	O
frekari	O
fregnir	O
af	O
heiti	O
spilsins	O
í	O
munni	O
íslenskra	O
spilara	O
.	O

Snúum	O
okkur	O
þá	O
að	O
öðru	O
.	O

Fyrir	O
allnokkru	O
spurði	O
ég	O
hvort	O
hlustendur	O
þekktu	O
orðasambandið	O
að	O
teygja	O
einhvern	O
á	O
tíkarroðinu	O
og	O
merkingu	O
þess	O
.	O

Fékk	O
ég	O
lítil	O
viðbrögð	O
við	O
þeirri	O
fyrirspurn	O
en	O
heimildarkona	O
í	O
Árnessýslu	B-Location
nefndi	O
sambandið	O
að	O
teyma	O
einhvern	O
á	O
tíkareyrunum	O
í	O
sömu	O
merkingu	O
og	O
að	O
teyma	O
eða	O
draga	O
einhvern	O
á	O
asnaeyrunum	O
,	O
þ.e.a.s.	O
'	O
að	O
teyma	O
einhvern	O
út	O
í	O
vitleysu	O
»	O
eða	O
«	O
hafa	O
einhvern	O
að	O
fífli	O
»	O
.	O

Trúlega	O
hefur	O
sambandið	O
sem	O
ég	O
spurði	O
um	O
sömu	O
eða	O
svipaða	O
merkingu	O
en	O
ég	O
vildi	O
gjarnan	O
fá	O
frekari	O
spurnir	O
af	O
því	O
.	O

Um	O
svipað	O
leyti	O
spurði	O
ég	O
um	O
eintölu	O
orðsins	O
garðar	O
í	O
prjónaskap	O
,	O
þ.e.a.s.	O
í	O
garðaprjóni	O
.	O

Nokkrar	O
konur	O
brugðust	O
vel	O
við	O
og	O
voru	O
á	O
einu	O
máli	O
um	O
að	O
eintalan	O
væri	O
garður	O
.	O

Í	O
bréfi	O
sem	O
mér	O
barst	O
frá	O
heimildarmanni	O
fyrr	O
í	O
vetur	O
nefndi	O
hann	O
í	O
framhjáhlaupi	O
orðalag	O
sem	O
hann	O
hafði	O
einhvern	O
tíma	O
heyrt	O
og	O
orðið	O
honum	O
minnisstætt	O
.	O

Verið	O
var	O
að	O
leggja	O
upp	O
í	O
ferð	O
þegar	O
sagt	O
var	O
að	O
einhver	O
væri	O
til	O
baka	O
,	O
þ.e.a.s.	O
að	O
hann	O
hefði	O
orðið	O
eftir	O
.	O

Oft	O
er	O
sagt	O
um	O
fólk	O
að	O
það	O
sé	O
til	O
baka	O
og	O
þá	O
átt	O
við	O
að	O
það	O
sé	O
hlédrægt	O
og	O
trani	O
sér	O
ekki	O
fram	O
en	O
ég	O
tek	O
undir	O
það	O
með	O
bréfritara	O
að	O
ég	O
er	O
ekki	O
vön	O
því	O
að	O
þetta	O
orðalag	O
sé	O
haft	O
,	O
,	O
í	O
líkamlegri	O
merkingu	O
»	O
eins	O
og	O
hann	O
tók	O
til	O
orða	O
.	O

Þætti	O
mér	O
forvitnilegt	O
að	O
heyra	O
hvort	O
hlustendur	O
kannist	O
við	O
að	O
orðasambandið	O
að	O
vera	O
til	O
baka	O
sé	O
notað	O
á	O
þennan	O
hátt	O
,	O
þ.e.a.s	O
um	O
það	O
'	O
að	O
verða	O
eftir	O
,	O
vera	O
ekki	O
kominn	O
»	O
þegar	O
lagt	O
er	O
af	O
stað	O
.	O

Í	O
ritmálssafni	O
Orðabókarinnar	B-Organization
eru	O
yfir	O
600	O
þúsund	O
orð	O
og	O
stærstan	O
hluta	O
þeirra	O
hefur	O
maður	O
aldrei	O
séð	O
eða	O
heyrt	O
.	O

Mörg	O
þeirra	O
eru	O
samsett	O
og	O
vandalaust	O
að	O
ráða	O
í	O
merkingu	O
þeirra	O
flestra	O
út	O
frá	O
orðliðunum	O
og	O
samhenginu	O
.	O

Önnur	O
eru	O
tökuorð	O
sem	O
brugðið	O
hefur	O
fyrir	O
í	O
íslenskum	O
textum	O
á	O
ýmsum	O
tímum	O
;	O
þau	O
eru	O
misframandleg	O
en	O
oft	O
er	O
hægt	O
að	O
átta	O
sig	O
á	O
merkingunni	O
með	O
hjálp	O
erlendra	O
orðabóka	O
ef	O
ekki	O
vill	O
betur	O
.	O

Af	O
og	O
til	O
rekst	O
maður	O
líka	O
á	O
ósamsett	O
orð	O
sem	O
ekki	O
bera	O
annað	O
með	O
sér	O
en	O
vera	O
íslensk	O
að	O
ætt	O
og	O
uppruna	O
þótt	O
manni	O
séu	O
þau	O
fullkomlega	O
ókunnug	O
.	O

Oftast	O
eru	O
dæmin	O
sem	O
til	O
eru	O
um	O
orðið	O
annaðhvort	O
gömul	O
eða	O
stök	O
nema	O
hvort	O
tveggja	O
sé	O
en	O
þegar	O
svo	O
er	O
ekki	O
draga	O
slík	O
orð	O
að	O
sér	O
athyglina	O
.	O

Þannig	O
rakst	O
ég	O
nýlega	O
á	O
sögnina	O
að	O
eypska	O
í	O
safninu	O
.	O

Um	O
hana	O
eru	O
fimm	O
dæmi	O
,	O
öll	O
frá	O
20.	B-Date
öld	I-Date
,	O
og	O
af	O
því	O
að	O
orðið	O
var	O
mér	O
framandi	O
var	O
forvitni	O
mín	O
vakin	O
.	O

Þegar	O
að	O
var	O
gáð	O
reyndist	O
þessi	O
sögn	O
vera	O
í	O
helstu	O
orðabókum	O
og	O
er	O
þar	O
sögð	O
merkja	O
'	O
að	O
gapa	O
,	O
glenna	O
upp	O
ginið	O
»	O
og	O
vera	O
notuð	O
um	O
hunda	O
.	O

Stemmir	O
það	O
ágætlega	O
við	O
ritmálsdæmin	O
en	O
eitt	O
þeirra	O
hljóðar	O
t.d.	O
svo	O
:	O
«	O
hætti	O
rakkinn	O
að	O
góla	O
,	O
en	O
eypskaði	O
nokkrum	O
sinnum	O
»	O
.	O

Með	O
þessu	O
virtist	O
málið	O
leyst	O
,	O
þetta	O
væri	O
bara	O
eitt	O
þeirra	O
fjölmörgu	O
orða	O
málsins	O
sem	O
ég	O
hefði	O
aldrei	O
heyrt	O
og	O
lítið	O
meira	O
um	O
það	O
að	O
segja	O
.	O

En	O
þegar	O
betur	O
er	O
að	O
gáð	O
kemur	O
í	O
ljós	O
að	O
ritmálsdæmin	O
fimm	O
eru	O
öll	O
komin	O
úr	O
smiðju	O
Halldórs	B-Person
Kiljans	I-Person
Laxness	I-Person
,	O
þrjú	O
úr	O
þýðingu	O
hans	O
á	O
Fjallkirkju	B-Miscellaneous
Gunnars	B-Person
Gunnarssonar	I-Person
og	O
tvö	O
úr	O
hans	O
eigin	O
bókum	O
,	O
og	O
í	O
talmálssafni	O
Orðabókarinnar	B-Organization
eru	O
engar	O
heimildir	O
um	O
sögnina	O
eypska	O
.	O

Ýmislegt	O
bendir	O
til	O
að	O
hún	O
hafi	O
verið	O
Sigfúsi	B-Person
Blöndal	I-Person
og	O
samverkafólki	O
hans	O
við	O
dönsk-íslensku	O
orðabókina	O
jafn	O
framandi	O
og	O
mér	O
og	O
þau	O
virðast	O
ekki	O
hafa	O
haft	O
beinar	O
heimildir	O
um	O
notkun	O
hennar	O
því	O
orðabók	O
Björns	B-Person
Halldórssonar	I-Person
er	O
tilgreind	O
sem	O
fyrirmynd	O
.	O

Frá	O
Sigfúsi	B-Person
gæti	O
sögnin	O
svo	O
hafa	O
skilað	O
sér	O
inn	O
í	O
yngri	O
orðabækur	O
.	O

Það	O
læðist	O
því	O
að	O
manni	O
sá	O
grunur	O
að	O
Halldór	B-Person
Laxness	I-Person
hafi	O
haft	O
þessa	O
sögn	O
úr	O
fyrrnefndum	O
orðabókum	O
en	O
vitað	O
er	O
að	O
hann	O
viðaði	O
að	O
sér	O
orðum	O
og	O
orðasamböndum	O
úr	O
ýmsum	O
áttum	O
og	O
notaði	O
í	O
ritum	O
sínum	O
þótt	O
hitt	O
sé	O
auðvitað	O
líka	O
hugsanlegt	O
að	O
hann	O
hafi	O
heyrt	O
hana	O
í	O
mæltu	O
máli	O
og	O
jafnvel	O
sjálfum	O
verið	O
hún	O
töm	O
.	O

Þætti	O
mér	O
fróðlegt	O
að	O
heyra	O
hvort	O
einhverjir	O
hlustendur	O
þekki	O
sögnina	O
eypska	O
sem	O
lifandi	O
mál	O
.	O

Að	O
lokum	O
vil	O
ég	O
þakka	O
hlustendum	O
fyrir	O
áheyrnina	O
í	O
vetur	O
og	O
heimildamönnum	O
fyrir	O
öll	O
þau	O
símtöl	O
,	O
bréf	O
og	O
tölvuskeyti	O
sem	O
mér	O
hafa	O
borist	O
.	O

Hef	O
ég	O
orðið	O
margs	O
vísari	O
af	O
þeim	O
fróðleik	O
sem	O
þar	O
er	O
.	O

Verið	O
þið	O
sæl	O
.	O

Ásta	B-Person
Svavarsdóttir	I-Person

Íslenskt	O
mál	O
25.	B-Date
janúar	I-Date
2003	I-Date

Góðir	O
hlustendur	O
.	O

Þótt	O
langt	O
sé	O
liðið	O
á	O
janúar	B-Date
langar	O
mig	O
að	O
byrja	O
á	O
því	O
að	O
óska	O
ykkur	O
gleðilegs	O
árs	O
.	O

Í	O
þetta	O
sinn	O
ætla	O
ég	O
að	O
drepa	O
á	O
ýmis	O
atriði	O
,	O
sumt	O
er	O
upprifjun	O
frá	O
fyrri	O
þáttum	O
en	O
annað	O
hef	O
ég	O
ekki	O
fjallað	O
um	O
fyrr	O
.	O

Þátturinn	O
verður	O
því	O
hálfgerður	O
samtíningur	O
